|tweetid|date|title|url
2279|343114682380451840|Fri Jun 07 21:18:09 +0000 2013|Here's another reason to feel nervous about your colonoscopy. |http://lati.ms/lPbLB
2280|343111082627448833|Fri Jun 07 21:03:51 +0000 2013||
2281|343103967158468610|Fri Jun 07 20:35:35 +0000 2013||
2282|343085046892216320|Fri Jun 07 19:20:24 +0000 2013|Obama is citing California to tout his healthcare law. But what does it mean for you? Here’s info on @CoveredCA:  #ACA|http://lati.ms/lONCa
2283|343082118924103680|Fri Jun 07 19:08:45 +0000 2013||
2284|343050468072775680|Fri Jun 07 17:02:59 +0000 2013|In a speech in San Jose today, Obama held up Calif. as an example of how his healthcare law will help consumers:  #ACA|http://lati.ms/lODZN
2285|343038400674267138|Fri Jun 07 16:15:02 +0000 2013||
2286|343036809418252288|Fri Jun 07 16:08:43 +0000 2013|RT @ReutersPolitics: LIVE: President Obama gives remarks about the Affordable Care Act |http://reut.rs/PoliticsLive
2287|343033404188667905|Fri Jun 07 15:55:11 +0000 2013|Obama is talking in San Jose today about healthcare reform. Here's @NoamLevey's preview: |http://lati.ms/lOtpW
2288|342997115800260609|Fri Jun 07 13:30:59 +0000 2013|Aspirin in a keychain packet could save your life in the event of a heart attack:  #healthtips|http://lati.ms/lN9I1
2289|342796693546352640|Fri Jun 07 00:14:35 +0000 2013|FDA panel votes to keep the diabetes drug Avandia on the market with a slate of restrictions on its use: |http://lati.ms/lN5qk
2290|342795666336149505|Fri Jun 07 00:10:30 +0000 2013|New report says the federal healthcare law led to $2.1 billion in savings for consumers last year:  #ACA|http://lati.ms/lN1iY
2291|342787336452587520|Thu Jun 06 23:37:24 +0000 2013||
2292|342779895832793088|Thu Jun 06 23:07:50 +0000 2013|The federal healthcare law is spurring a hiring blitz:  #ACA|http://lati.ms/lN0JG
2293|342752520692699136|Thu Jun 06 21:19:03 +0000 2013|Judge’s order gives a 10-year-old girl a chance at a life-saving lung transplant: |http://lati.ms/lMQXS
2294|342749010941050883|Thu Jun 06 21:05:06 +0000 2013||
2295|342746504420790272|Thu Jun 06 20:55:09 +0000 2013|We’re more than halfway through 2013 – how are your resolutions coming? Here are 52 ways to be healthier:  #LATfit|http://lati.ms/lMDae
2296|342732705668161537|Thu Jun 06 20:00:19 +0000 2013|Nearly 4 million babies were born in the U.S. in 2012, CDC says:  August was the month with the most births|http://lati.ms/lMGzi
2297|342717595293712384|Thu Jun 06 19:00:16 +0000 2013|RT @MyLastBite: It's been 6 months since I strapped on a cheap #pedometer after reading  by @renelynch. THANKS @LAtima|http://articles.latimes.com/2012/dec/29/health/la-he-2013-the-year-of-moderation-20121229
2298|342713767936798721|Thu Jun 06 18:45:04 +0000 2013|Californians can breathe easier: The state’s smog is in retreat even though there are more people and cars: |http://lati.ms/lMr4a
2299|342712141201149954|Thu Jun 06 18:38:36 +0000 2013|RT @renownhealth: 4 inventive workout basics from @latimeshealth |http://ow.ly/lylnL
2300|342702292501413890|Thu Jun 06 17:59:28 +0000 2013||
2301|342693305122971649|Thu Jun 06 17:23:45 +0000 2013|Can PTSD be prevented? Research offers hope for preventative treatment for people who experience trauma: |http://lati.ms/lMkCT
2302|342680527595257859|Thu Jun 06 16:32:59 +0000 2013|Is the diabetes drug Avandia safe? FDA panel reviewing restrictions on it: |http://lati.ms/lMcPa
2303|342450401137811456|Thu Jun 06 01:18:32 +0000 2013|Challenge your brain tonight – here are links to some brain teasers you can try:  http://pbs.twimg.com/media/BMCg01FCYAEtIKO.jpg|http://lat.ms/18F0kYm
2304|342440779920326656|Thu Jun 06 00:40:18 +0000 2013|Advisory panel reviewing restrictions on the diabetes drug Avandia after the FDA issued warnings about it in 2010: |http://lati.ms/lKLCW
2305|342411510095675393|Wed Jun 05 22:44:00 +0000 2013|RT @latimesmost: Yoga poses and stretches |http://lat.ms/M3umZF
2306|342409187189465089|Wed Jun 05 22:34:46 +0000 2013||
2307|342383176515198979|Wed Jun 05 20:51:25 +0000 2013|Officials from L.A. fear disrupted health coverage for patients who receive both Medicare and Medi-Cal: |http://lati.ms/lKtPL
2308|342376066393964544|Wed Jun 05 20:23:09 +0000 2013|RT @LATkarenkaplan: Could this make it easier for older women to get pregnant? @LATmelissahealy explains.  |http://lati.ms/lK8sT
2309|342343639927750657|Wed Jun 05 18:14:18 +0000 2013|A South L.A. doctor is accused of sexually assaulting patients in his office: |http://lati.ms/lK8ii
2310|342337561395605504|Wed Jun 05 17:50:09 +0000 2013|RT @lisagirion: CA Med Board, under fire, seeks new direction and new director. ,0,5729243.story|http://www.latimes.com/news/local/la-me-rx-medical-board-20130605
2311|342321143279149057|Wed Jun 05 16:44:55 +0000 2013|Ladies, worried about infertility as you age? A new way to rejuvenate human eggs might be able to help: |http://lati.ms/lJTA1
2312|342295773540646912|Wed Jun 05 15:04:06 +0000 2013|New study finds that four healthy behaviors can dramatically reduce the chance of death: |http://lati.ms/lIrYs
2313|342272626275807232|Wed Jun 05 13:32:07 +0000 2013|Want to define your waist and strengthen your core? Try these hip twists:   #exercise #healthtips|http://lati.ms/lIrnO
2314|342091819091369984|Wed Jun 05 01:33:40 +0000 2013||
2315|342088483571134464|Wed Jun 05 01:20:24 +0000 2013|Ken Burns, who lost his mom to cancer when he was 11, will make a documentary about the disease: |http://lati.ms/lIn0c
2316|342073310399590400|Wed Jun 05 00:20:07 +0000 2013|Want to reduce your chance of death by 80% over 8 years? Don't smoke. Eat a Mediterranean diet. Stay slim. Exercise: |http://lati.ms/lIk5N
2317|342073033642618880|Wed Jun 05 00:19:01 +0000 2013||
2318|342070744999665664|Wed Jun 05 00:09:55 +0000 2013||
2319|342068733029777409|Wed Jun 05 00:01:55 +0000 2013|.@latimesopinion's Carla Hall calls for nap rooms at work to help sleep-deprived Americans:  Good idea?|http://lat.ms/11q4JMC
2320|342067028175224833|Tue Jun 04 23:55:09 +0000 2013|RT @latimesmoneyco: Betty Ford Center pursues alliance with Minnesota treatment group |http://lat.ms/ZMP63A
2321|342046173655347200|Tue Jun 04 22:32:17 +0000 2013||
2322|342038647350128640|Tue Jun 04 22:02:22 +0000 2013|Medical Board of California, which is under pressure to reform, announces the retirement of its executive director: |http://lati.ms/lIbHm
2323|342032869599879168|Tue Jun 04 21:39:25 +0000 2013||
2324|342028445980688384|Tue Jun 04 21:21:50 +0000 2013|Does being a vegetarian help you live longer? New study suggests the answer could be yes:  #food #health|http://lati.ms/lI7Bz
2325|342015408863322115|Tue Jun 04 20:30:02 +0000 2013|RT @AliceShort3: Destroy your brain cells in a past life? a little mind fitness might be in order |http://lat.ms/ZrFxVx
2326|342010469810315264|Tue Jun 04 20:10:24 +0000 2013|Want to slow the signs of aging? Scientists say using sunscreen daily can help – even into middle age: |http://lat.ms/1aXIGhP
2327|341982793452101632|Tue Jun 04 18:20:26 +0000 2013|Prescriptions for produce: L.A. health center has produce stands to make fresh food available and affordable: |http://lati.ms/lHFqG
2328|341956155783921664|Tue Jun 04 16:34:35 +0000 2013|RT @latimesscience: Synchronized hyperactive brain cells could be an early indicator of autism, researchers find: |http://lati.ms/lHtft
2329|341932815031607298|Tue Jun 04 15:01:50 +0000 2013|"Keep your brain fit by going out of your comfort zone. ""The brain responds to challenge, not to comfort"":  #healthtips"|http://lati.ms/lFP2R
2330|341909959434452992|Tue Jun 04 13:31:01 +0000 2013|Don’t forget the sunscreen before you head out the door today! Using it daily can help slow signs of aging: |http://lat.ms/1aXIGhP
2331|341721449419124736|Tue Jun 04 01:01:57 +0000 2013|What to make of what Michael Douglas said caused his throat cancer:  His camp is now backtracking on the comments|http://lati.ms/lFU8z
2332|341712174735048705|Tue Jun 04 00:25:05 +0000 2013|This temporary “tattoo” may help if a child is lost:  Parents: Would you use this product?|http://lati.ms/lFQf1
2333|341703475891154944|Mon Jun 03 23:50:31 +0000 2013|The field of brain fitness has spawned a number of online brain-training games. But do they work? |http://lati.ms/lFOEJ
2334|341685074103767042|Mon Jun 03 22:37:24 +0000 2013||
2335|341680890574942208|Mon Jun 03 22:20:47 +0000 2013|It's not too late for sunscreen to help slow signs of aging, researchers report. |http://lati.ms/lFKgp
2336|341679020305424385|Mon Jun 03 22:13:21 +0000 2013||
2337|341664348839755776|Mon Jun 03 21:15:03 +0000 2013|New survey finds that stress and anxiety are why many Americans don’t get enough sleep:  What keeps you up at night?|http://lati.ms/lFCOg
2338|341640876654739456|Mon Jun 03 19:41:47 +0000 2013|RT @latimesfood: Frozen berries sold at Costco linked to 30 cases of Hepatitis A |http://lat.ms/1aXaQJG
2339|341621753329643520|Mon Jun 03 18:25:47 +0000 2013|ICYMI: Brain wave study on autistic 2-year-olds’ responses to words sheds light on autism among toddlers: |http://lati.ms/lF8H2
2340|341619780782002176|Mon Jun 03 18:17:57 +0000 2013||
2341|341615439098560512|Mon Jun 03 18:00:42 +0000 2013|RT @mmacvean: Playing computer games helps brain fitness: ,0,1752010.story|http://www.latimes.com/health/la-he-brain-games-20130601
2342|341607329277562881|Mon Jun 03 17:28:28 +0000 2013|One of Medicare's most-wanted fugitives, who billed $2.1 million in false claims, is arrested in L.A.: |http://lati.ms/lF5OC
2343|341591297439703042|Mon Jun 03 16:24:46 +0000 2013|Will young people buy the insurance required by the healthcare law? That’s a challenge officials are facing: |http://lati.ms/lEV3W
2344|340551097548668929|Fri May 31 19:31:23 +0000 2013|TGIF! Stretch it out tonight with this move for back, chest and shoulders.  #healthtip|http://lat.ms/seFCAY
2345|340549866172329984|Fri May 31 19:26:29 +0000 2013|RT @latimesscience: A chemical found in marijuana helped prevent brain damage in mice. |http://lat.ms/18DLelK
2346|340549785687834624|Fri May 31 19:26:10 +0000 2013||
2347|340533896175288322|Fri May 31 18:23:02 +0000 2013|More details emerge about mysterious and diabolical Middle East virus. |http://lat.ms/178PaNt
2348|340247425597976576|Thu May 30 23:24:42 +0000 2013|RT @latimesscience: Europeans are living longer and healthier lives than ever. |http://lat.ms/136DqqH
2349|340173046381944832|Thu May 30 18:29:09 +0000 2013|RT @mmacvean: Think kids' sports are taking over your life? Here's some great input: |http://www.spreecast.com/events/n4moms-youth-sports-burnout
2350|340166918264717313|Thu May 30 18:04:47 +0000 2013|Stand, fidget, pace, dance, whatever, while you watch TV. But no sitting.  #HealthTip|http://lat.ms/1aEM2Ga
2351|340164029756608512|Thu May 30 17:53:19 +0000 2013|#FDA approves new drugs to treat advanced/inoperable #melanoma. |http://lat.ms/1aBvUFp
2352|340163223162609664|Thu May 30 17:50:06 +0000 2013|New study examines genetic material of kids born before and after mom's weight loss surgery. Big difference!  |http://lat.ms/18AV1ZV
2353|340159414755536897|Thu May 30 17:34:59 +0000 2013||
2354|339856661248360449|Wed May 29 21:31:56 +0000 2013|More on the microbiome! Gut microbes again linked to diabetes -- but geography matters. |http://lat.ms/15jaT19
2355|339784583719563265|Wed May 29 16:45:32 +0000 2013|Feeling stiff in the afternoon? Make like a cat and stretch out your spine.  #Healthtip|http://lat.ms/RUdzvv
2356|339781980336054272|Wed May 29 16:35:11 +0000 2013|New study finds many of us lie about our sexual history, but men and women lie in different ways. |http://lat.ms/117NHzC
2357|339743193987956737|Wed May 29 14:01:04 +0000 2013|Don't make hump day slump day: 17 easy ways to keep active during the day:  #healthtips|http://lat.ms/18fFEse
2358|339569414871592960|Wed May 29 02:30:32 +0000 2013|What’s going on with stem cell research in California? @pattmlatimes talks to @CIRMnews' Alan Trounson:  #longreads|http://lati.ms/luboU
2359|339549593077444608|Wed May 29 01:11:46 +0000 2013|California Senate approves a measure that would allow nurse practitioners to have stand-alone primary care practices: |http://lati.ms/luaBf
2360|339525146958249986|Tue May 28 23:34:37 +0000 2013|"RT @KP_LAMC: Cool ideas to get moving in #LA: @latimeshealth ""17 ways to fight the inertia, step by step"" "|http://lat.ms/154smKA
2361|339514212663570432|Tue May 28 22:51:10 +0000 2013|Doctors at Atascadero State Hospital say they are so short-staffed that patient care and worker safety are at risk: |http://lati.ms/lu0Fd
2362|339512110193192961|Tue May 28 22:42:49 +0000 2013|RT @mmacvean: Dr. replied to our 17 ways to move  He does 40 squats every hour. Could you do in ur workplace? @latima|http://lat.ms/18fFEse.
2363|339455237976891392|Tue May 28 18:56:50 +0000 2013|RT @nytimeshealth: Fact: Canned vegetables may not be worse than fresh produce. |http://nyti.ms/18uF0op
2364|339440697931354112|Tue May 28 17:59:03 +0000 2013|Supreme Court deals a setback to the campaign of abortion opponents to “defund” Planned Parenthood: |http://lati.ms/ltqbu
2365|339384746100543488|Tue May 28 14:16:43 +0000 2013|Health tip: For one day, don’t send email to your colleagues. Get up and say what you've got to say in person: |http://lat.ms/10vyCLF
2366|339210728684797952|Tue May 28 02:45:14 +0000 2013|Can your office furniture help you lose weight? Maybe, if you do it right: |http://lati.ms/lrJOn
2367|339197561715957760|Tue May 28 01:52:55 +0000 2013|@Marsha_isms @latimes @laterynbrown Thanks for pointing that out! We fixed the story: |http://lat.ms/1arJ1Je
2368|339165440091758593|Mon May 27 23:45:16 +0000 2013|New federal home care rules could disrupt a government program used by 450,000 elderly and disabled Californians: |http://lati.ms/lrdFL
2369|339135270265950209|Mon May 27 21:45:23 +0000 2013|Are you hands-on when it comes to your medical decisions? New survey says it might be costing you money: |http://lati.ms/lrsDG
2370|339109563099910145|Mon May 27 20:03:14 +0000 2013|Aunt of Angelina Jolie who carried the same gene mutation as the actress dies of breast cancer at age 61: |http://lati.ms/lrjwf
2371|339085964632801280|Mon May 27 18:29:28 +0000 2013|RT @mmacvean: From someone with #celiac, a clear accounting of what it's like: |http://bit.ly/11iLXs8
2372|339063927470170113|Mon May 27 17:01:54 +0000 2013|What are you doing on this Memorial Day? Want to stay active? Here are 17 easy ways to get up and move:  #healthtips|http://lati.ms/lr1qP
2373|338755135905869825|Sun May 26 20:34:52 +0000 2013||
2374|338723902681411584|Sun May 26 18:30:46 +0000 2013|"Is sitting the new smoking? One doctor says that ""the chair is out to kill us"": "|http://lati.ms/loSDj
2375|338689906614358016|Sun May 26 16:15:40 +0000 2013|Four inventive workout basics that can help you upgrade performance as well as recover from it: |http://lat.ms/172jZE7
2376|338469240237604864|Sun May 26 01:38:49 +0000 2013||
2377|338433203490652161|Sat May 25 23:15:38 +0000 2013|I haven't eaten a bite of food in 30 days, and it's changed my life: Man lives on liquid goo he invented: |http://lati.ms/lnMhA
2378|338365208282148864|Sat May 25 18:45:26 +0000 2013|California got better-than-expected insurance rates for its state-run market – how it breaks down in SoCal: |http://bit.ly/10WHKFB
2379|338343959451561986|Sat May 25 17:21:00 +0000 2013|Downside for many consumers under California's insurance market will be fewer doctors and hospitals to choose from: |http://lati.ms/low5R
2380|338331308155600896|Sat May 25 16:30:44 +0000 2013|Sitting is the new smoking. ~ Dr. Anup Kanodia: |http://lat.ms/1ags6tc
2381|338313730980982785|Sat May 25 15:20:53 +0000 2013|Plan to work out this Memorial Day weekend? Here are some exercises you can try:  #healthtips|http://lat.ms/Q22eIX
2382|338282253576720384|Sat May 25 13:15:48 +0000 2013|L.A. Walks: Gates reopen for Lake Hollywood strolls |http://lat.ms/ZkyFeG
2383|338282251018199040|Sat May 25 13:15:48 +0000 2013|Fighting fat through furniture design |http://lat.ms/ZkyDnb
2384|338278559158251521|Sat May 25 13:01:08 +0000 2013|Don't just sit there. Really. |http://lat.ms/1aiYwDe
2385|338278556771684352|Sat May 25 13:01:07 +0000 2013|5 Questions: TV producer Arthur Smith keeps his 'Kitchens' in balance |http://lat.ms/1aiYtHN
2386|338278554359959552|Sat May 25 13:01:06 +0000 2013|Gear: Four inventive workout basics |http://lat.ms/1aiYwmK
2387|338087268294213634|Sat May 25 00:21:00 +0000 2013|Students should get an hour a day of “vigorous or moderate-intensity” exercise, new report recommends:  #healthtips|http://lati.ms/lnNOg
2388|338079518080237568|Fri May 24 23:50:12 +0000 2013|New essay challenges the idea that blood donors shouldn't be paid:  What do you think?|http://lati.ms/lntIG
2389|338079238630567936|Fri May 24 23:49:06 +0000 2013||
2390|338065366355963904|Fri May 24 22:53:58 +0000 2013||
2391|338058692090007552|Fri May 24 22:27:27 +0000 2013|The chair is out to kill us: What scientists have learned about why sitting is bad for our health: |http://lati.ms/lnJef
2392|338049889441284097|Fri May 24 21:52:28 +0000 2013|RT @mmacvean: Healthy? You decide: Man stops eating food, lives on liquid goo he calls Soylent. ,0,7924519.story|http://www.latimes.com/features/food/dailydish/la-dd-man-stops-eating-food-and-lives-on-soylent-20130523
2393|338038896426352641|Fri May 24 21:08:48 +0000 2013|Calif. will have 19 regions in its insurance market – how Southern California ranks in price:  http://pbs.twimg.com/media/BLD0ldZCAAA86az.png|http://bit.ly/10WHKFB
2394|338029026113359872|Fri May 24 20:29:34 +0000 2013|RT @latimesscience: Would a free vacation day entice you to donate blood? How about a lottery ticket?  |http://lati.ms/lnw1t
2395|338016619278241793|Fri May 24 19:40:16 +0000 2013|How much do you know about healthcare costs and the federal healthcare law? Test your knowledge with this quiz: |http://lati.ms/lnbfz
2396|338007842734870528|Fri May 24 19:05:24 +0000 2013|Man invents a foodless mixture of vitamins and minerals he calls Soylent:  He lived on it for 30 days|http://lati.ms/lnh6r
2397|338002245968859136|Fri May 24 18:43:09 +0000 2013|RT @latimes: Lazarus on Obamacare: If this health plan is 'socialism,' we need more of it  |http://lat.ms/12zNbvK
2398|337997457076142082|Fri May 24 18:24:08 +0000 2013|RT @LATdatadesk: Document: California Covered health plans |http://lat.ms/171KbyS
2399|337967263573479425|Fri May 24 16:24:09 +0000 2013|What Californians can expect to pay for health coverage in the state's new insurance exchange: |http://lati.ms/lmRiG
2400|337922240865763329|Fri May 24 13:25:15 +0000 2013|Not a fan of push-ups? Try this instead --&gt;  The half-cobra push-up works your arms and lower back. #healthtips|http://lat.ms/XMMmgm
2401|337715492221501441|Thu May 23 23:43:42 +0000 2013|Leading cause of death during Superstorm #Sandy was drowning, new CDC report says: |http://lati.ms/llksK
2402|337696976550391808|Thu May 23 22:30:07 +0000 2013|An ominous sign: H7N9 bird flu can pass between mammals, scientists say. |http://lati.ms/lldx6
2403|337694273447292928|Thu May 23 22:19:23 +0000 2013|Drowning and trauma from being cut, crushed or struck were the primary causes of death in Superstorm Sandy, CDC says. |http://lati.ms/lldqU
2404|337665911140007936|Thu May 23 20:26:41 +0000 2013|California says it's selected 13 health plans for a new state-run insurance market – see what it means for you: |http://lati.ms/ll0AJ
2405|337663035613265921|Thu May 23 20:15:15 +0000 2013|L.A.’s new law limiting medical marijuana shops could face legal challenges: |http://lati.ms/lkBnF
2406|337623420160319490|Thu May 23 17:37:50 +0000 2013|Have Qs about cooking and eating #gluten-free? Join our conversation with cookbook author @KristineKidd at 11am PDT: |http://lati.ms/lkE2L
2407|337609318008487936|Thu May 23 16:41:48 +0000 2013|UnitedHealth, Aetna, Cigna opting out of Calif.'s insurance exchange, which could mean limited choice for millions: |http://lati.ms/lkvfS
2408|337559964350550016|Thu May 23 13:25:41 +0000 2013|Need a quick workout that builds strength? This twist on a medicine ball squat helps build legs, core and shoulders: |http://lati.ms/lj7MW
2409|337406294388531200|Thu May 23 03:15:03 +0000 2013|What the DSM-5 means for people on the autism spectrum:  via @Slate #longreads|http://slate.me/16Pwh2M
2410|337398981028098050|Thu May 23 02:46:00 +0000 2013|Some big insurers aren't participating in Calif.’s health insurance exchange:  Could mean limited choice for millions|http://lati.ms/lj8tE
2411|337395255550820352|Thu May 23 02:31:12 +0000 2013|New anti-tobacco campaign urges smokers to ask their doctors for help in quitting: |http://lati.ms/lj5Dh
2412|337383739317436417|Thu May 23 01:45:26 +0000 2013|FDA panel backs a new sleep drug called suvorexant:  #health #medicine|http://lati.ms/lj5p8
2413|337357359515054081|Thu May 23 00:00:36 +0000 2013|RT @LATkarenkaplan: Most parents have no idea when their kids take ADHD drugs to study. |http://lati.ms/liYie
2414|337345900051574784|Wed May 22 23:15:04 +0000 2013|Voters approve a measure to sharply limit the number of medical marijuana dispensaries in L.A.:  #LAelection|http://lati.ms/liPJe
2415|337336609081016320|Wed May 22 22:38:09 +0000 2013|Amid the UC healthcare workers' strike, most union members reported for work, officials say: |http://lati.ms/liPlx
2416|337327795233488896|Wed May 22 22:03:08 +0000 2013||
2417|337308448230342656|Wed May 22 20:46:15 +0000 2013|Doctor with a son who was afraid of shots invents a device to help reduce the pain of injections:  via @ScienceChannel|http://bit.ly/12WIAnO
2418|337301868751503361|Wed May 22 20:20:06 +0000 2013|Trying to get in shape for summer? This popular CrossFit move will help strengthen your entire core: |http://lati.ms/lirSw
2419|337274777364480000|Wed May 22 18:32:27 +0000 2013|RT @ColumbiaPsych: #Ketamine study presented at #APAAM13 is a potential rescue drug for depression  @latimeshealth|http://ow.ly/ligwg
2420|337244002329952257|Wed May 22 16:30:10 +0000 2013|The second and final day of the UC healthcare workers' strike is underway: |http://lati.ms/lhTcZ
2421|337229165143154688|Wed May 22 15:31:13 +0000 2013|Lifted weights lately? Probably not -- new report says lack of strength training is the most common U.S. health vice: |http://lati.ms/lhRBC
2422|337000702905839617|Wed May 22 00:23:23 +0000 2013|It’s finals season: Are you concerned about your teens’ use of study drugs? |http://lati.ms/lgtyl
2423|336983067149361152|Tue May 21 23:13:18 +0000 2013|Finally, researchers show that more PE means less childhood obesity. By @mmacvean |http://lati.ms/lgpzn
2424|336965954158358528|Tue May 21 22:05:18 +0000 2013|Going gluten free? @latimesfood puts gluten-free flours to the test using a pound cake recipe: |http://lati.ms/lgfzG
2425|336947455805509633|Tue May 21 20:51:48 +0000 2013|150 surgeries canceled at UC San Francisco Medical Center because of the patient-care workers' strike: |http://lati.ms/lgb4L
2426|336933636181999617|Tue May 21 19:56:53 +0000 2013|Twilight drug Ketamine, which is used to sedate patients, can be effective as an antidepressant, new study shows: |http://lati.ms/lg4sO
2427|336909282547212290|Tue May 21 18:20:07 +0000 2013|Court ruling limits number of UC patient care workers on strike:  Certain units must have a minimum level of staffing|http://lati.ms/lfK1m
2428|336900004910350337|Tue May 21 17:43:15 +0000 2013|.@annagorman talks to patient care workers on the picket line at Ronald Reagan UCLA Medical Center: |http://lati.ms/lfLkZ
2429|336896009424748544|Tue May 21 17:27:22 +0000 2013|RT @annagorman: Patient care workers at UCLA begin a two-day strike. |http://pbs.twimg.com/media/BKzdhSHCYAAap45.jpg
2430|336881249845145600|Tue May 21 16:28:43 +0000 2013|Officials: Walkout of UC patient care workers that began today could cost the system's medical centers up to $20M: |http://lati.ms/lfzA7
2431|336650210971381760|Tue May 21 01:10:39 +0000 2013|A schoolmate's suicide is associated with thinking about or trying suicide among teenagers, new study finds: |http://lati.ms/le3iR
2432|336629936737619970|Mon May 20 23:50:05 +0000 2013|Is there a birth control double standard? Op-ed from @MegWClayton on Plan B and condoms: |http://lati.ms/ldOym
2433|336623655670906880|Mon May 20 23:25:08 +0000 2013|Getting married or divorced, having children or taking a second job could mean a gap in health coverage next year: |http://lati.ms/ldOnH
2434|336594046401277952|Mon May 20 21:27:28 +0000 2013|Boys with ADHD more likely to grow up to be men with high BMIs, study finds |http://lati.ms/ldLnf
2435|336592906834034689|Mon May 20 21:22:57 +0000 2013|RT @latimes: Vermont governor signs 'death with dignity' measure |http://lat.ms/16FRzzJ
2436|336580104383766528|Mon May 20 20:32:04 +0000 2013|Opposition to Medicaid expansion is likely to widen the divide between the nation's healthiest and sickest states: |http://lati.ms/ldEPu
2437|336537856757620737|Mon May 20 17:44:12 +0000 2013|Gluten-free hard candy? Yep, it’s one product that’s made the gluten-free claim over the past year: |http://lati.ms/ldheY
2438|336524372225429504|Mon May 20 16:50:37 +0000 2013||
2439|336518950928138242|Mon May 20 16:29:04 +0000 2013|When the healthcare law takes full effect, common life events could mean gaps in medical coverage for millions: |http://lati.ms/ld4NL
2440|336492716420636673|Mon May 20 14:44:49 +0000 2013|DSM-5 is here, but not without already creating controversy:  What do you think of the new additions to the DSM?|http://lati.ms/lcLqq
2441|336188170880286720|Sun May 19 18:34:40 +0000 2013|Going gluten-free is more common, but for those with celiac disease, maintaining a strict diet still poses challenges |http://lati.ms/lbkF5
2442|335749646183956480|Sat May 18 13:32:08 +0000 2013|Welcome to Camp Wannabe a Kidagin |http://lat.ms/19Ket5j
2443|335745597938204672|Sat May 18 13:16:03 +0000 2013|Resources for celiac disease |http://lat.ms/19Ket57
2444|335745595249680384|Sat May 18 13:16:02 +0000 2013|What is gluten? And other frequently asked questions about gluten |http://lat.ms/19Keru2
2445|335741709306695680|Sat May 18 13:00:35 +0000 2013|Going gluten-free more common, but not necessarily easier |http://lat.ms/19KacyO
2446|335741704802013185|Sat May 18 13:00:34 +0000 2013|Travis Stork of 'The Doctors' |http://lat.ms/19KacyC
2447|335741700284764160|Sat May 18 13:00:33 +0000 2013|Gluten-free cake options |http://lat.ms/19KaaH2
2448|335543946837098496|Fri May 17 23:54:45 +0000 2013|RT @latimesscience: Two in 25 adolescents are considered to be in persistent mental distress, a new study finds: |http://lati.ms/l9vjX
2449|335501964173524992|Fri May 17 21:07:56 +0000 2013|Facing a possible strike, UC medical centers are canceling elective surgeries:  Emergency care will not be shut|http://lati.ms/l9jnp
2450|335143431984775170|Thu May 16 21:23:15 +0000 2013|Swimmers, you have been put on notice! Ewwww -- poop in pools more common than you may think, CDC warns |http://ow.ly/l6Uqn
2451|335136216196476928|Thu May 16 20:54:35 +0000 2013|As if military service weren't hard enough already: Are multiple concussions driving suicides in the military? |http://ow.ly/l6R9C
2452|335133212022013952|Thu May 16 20:42:38 +0000 2013|Researchers explain why you're more likely to turn to “I Knew You Were Trouble” than “Call Me Maybe” after a breakup. |http://ow.ly/l6PGw
2453|334707104294256641|Wed May 15 16:29:26 +0000 2013|Why would Angelina Jolie opt for such a drastic surgery? @annagorman has been there, and she shares her perspective. |http://ow.ly/l3LBN
2454|334425200475119616|Tue May 14 21:49:15 +0000 2013|The double mastectomy Angelina Jolie had is appropriate for only a small segment of women, doctors say. |http://ow.ly/l26dv
2455|334420120405417984|Tue May 14 21:29:04 +0000 2013|We're shocked, shocked! Restaurant meals overloaded with salt, fat, calories, study says |http://ow.ly/l24ir
2456|333209133278961664|Sat May 11 13:17:02 +0000 2013|Leeza Gibbons on her role as mom |http://lat.ms/YMyfNV
2457|333205111927083008|Sat May 11 13:01:03 +0000 2013|The world through a newborn's senses |http://lat.ms/10zlWj6
2458|333205109167226886|Sat May 11 13:01:03 +0000 2013|The right medicine for building muscles and saving time |http://lat.ms/YMwzUy
2459|333205106659037184|Sat May 11 13:01:02 +0000 2013|Clip-in bicycle shoes to keep the pedals turning |http://lat.ms/YMwzEc
2460|330668648232529923|Sat May 04 13:02:03 +0000 2013|A map, a compass and your wits: the sport of orienteering |http://lat.ms/10cxVD7
2461|330668646147948544|Sat May 04 13:02:03 +0000 2013|Rocking your way to stronger abs |http://lat.ms/10cxVmL
2462|330668643862077440|Sat May 04 13:02:02 +0000 2013|'Big C' consultant Dr. Vijay Trisal |http://lat.ms/10cxVmF
2463|330414444788191232|Fri May 03 20:11:57 +0000 2013|Two studies examine why people drink -- and why it's hard for some people to stop.  |http://ow.ly/kGVxP
2464|329735891675385856|Wed May 01 23:15:37 +0000 2013|Added sugar accounts for about 13% of calories consumed by American adults. |http://ow.ly/kCzUV
2465|329039740244463617|Tue Apr 30 01:09:21 +0000 2013|FDA approves a drug to reverse anticoagulation |http://lat.ms/11RRzHL
2466|328137101449232386|Sat Apr 27 13:22:36 +0000 2013|The latest in popular ellipticals |http://lat.ms/14Yz492
2467|328137099255623680|Sat Apr 27 13:22:35 +0000 2013|The world within Vanessa Williams |http://lat.ms/14Yz4Wz
2468|328137097208803329|Sat Apr 27 13:22:35 +0000 2013|Of course you're stressed. Just look at you. |http://lat.ms/14Yz4Gh
2469|328132184688967682|Sat Apr 27 13:03:03 +0000 2013|Pole art popularity outstrips its origins |http://lat.ms/11KPE7A
